timestamp,tweet_text,username,all_hashtags,followers_count
2019-11-24 21:35:02,"#Xiaomi #MIJIA MES603 Precio: 6️⃣,3️⃣8️⃣€ ✂ #Cupon GB-HBZMJHD 👉 https://t.co/VHy1903ZRT  Xiaomi Mijia T300 Precio: 1️⃣9️⃣,9️⃣8️⃣€ ✂ #Cupon GB-HBZXMTH3 👉 https://t.co/9LFZksXAia  #Gearbest #Blackfriday https://t.co/BtJR2EB60l",Lapequenaasia,"[u'Xiaomi', u'MIJIA', u'Cupon', u'Cupon', u'Gearbest', u'Blackfriday']",4114
2019-11-24 19:56:39,#Gearbest  #BlackFriday  #BlackFriday2019   Xiaomi Redmi AirDots TWS Bluetooth Fones de ouvido  https://t.co/U0I1U1lFTR  High Performance 5 x 1 HDMI Switch  https://t.co/7E6qMfaSN1,FlavioTech82,"[u'Gearbest', u'BlackFriday', u'BlackFriday2019']",92
2019-11-24 18:24:02,"Ovonni Rotating Rechargeable Electric Toothbrush IPX7 WaterproofTwo Working Modes -Poland  #FlashSale Cena: $ 7,99 (ok. 30,28 PLN) Limit: 140  https://t.co/H12IdGggj5  #Gearbest  #TanioNaAli #vk #GearbestBlackFriday #BlackFriday #CzarnyPiatek https://t.co/sGATwrqfna",TanioNaAli,"[u'FlashSale', u'Gearbest', u'TanioNaAli', u'vk', u'GearbestBlackFriday', u'BlackFriday', u'CzarnyPiatek']",132
2019-11-24 17:49:02,"Essager Power Bank 10000mAh Portable Charging PowerBank 10000 mAh External Battery For #Xiaomi iPhone  Kupon: I3C41BC43B0F4001 Cena: $ 10,99 (ok. 41,65 PLN) Limit: 100  https://t.co/izvVNjVh1A  #Gearbest  #TanioNaAli #vk #GearbestBlackFriday #BlackFriday #CzarnyPiatek https://t.co/DTOypsLsLL",TanioNaAli,"[u'Xiaomi', u'Gearbest', u'TanioNaAli', u'vk', u'GearbestBlackFriday', u'BlackFriday', u'CzarnyPiatek']",132
2019-11-24 17:24:02,"ENGWE EP-2 500W Folding Fat Tire Electric Bike with 48V 10Ah Lithium-ion Battery  Kupon: T3B21DFC7661D000 Cena: $ 859,99 (ok. 3259,28 PLN) Limit: 10  https://t.co/WcWZDG4plc  #Gearbest  #TanioNaAli #vk #GearbestBlackFriday #BlackFriday #CzarnyPiatek https://t.co/tgnoTjM5kp",TanioNaAli,"[u'Gearbest', u'TanioNaAli', u'vk', u'GearbestBlackFriday', u'BlackFriday', u'CzarnyPiatek']",132
2019-11-24 17:24:01,"Ticwatch C2 Wear OS Smartwatch for Men Women with GPS Waterproof NFC Payment for iOS and Android  #FlashSale Cena: $ 198,99 (ok. 754,15 PLN) Limit: 50  https://t.co/ZlKN8jyDtC  #Gearbest  #TanioNaAli #vk #GearbestBlackFriday #BlackFriday #CzarnyPiatek https://t.co/xNE7JZqSYc",TanioNaAli,"[u'FlashSale', u'Gearbest', u'TanioNaAli', u'vk', u'GearbestBlackFriday', u'BlackFriday', u'CzarnyPiatek']",132
2019-11-24 17:20:03,"#Xiaomi MIJIA MES603 Precio: 6️⃣,3️⃣8️⃣€ ✂ #Cupon GB-HBZMJHD 👉 https://t.co/VS6o6csFni  Xiaomi #Mijia T300 Precio: 1️⃣9️⃣,9️⃣8️⃣€ ✂ #Cupon GB-HBZXMTH3 👉 https://t.co/oxYPRxKWwG  #Gearbest #Blackfriday https://t.co/rpRXpoeMAu",Lapequenaasia,"[u'Xiaomi', u'Cupon', u'Mijia', u'Cupon', u'Gearbest', u'Blackfriday']",4114
2019-11-24 16:49:02,"#HUAWEI Honor Band 5 International Ver AMOLED Touch Screen Swim Posture Detect Heart Rate Smart Watch  #FlashSale Cena: $ 32,99 (ok. 125,03 PLN) Limit: 500  https://t.co/XdpSFwr9fT  #Gearbest  #TanioNaAli #vk #GearbestBlackFriday #BlackFriday #CzarnyPiatek https://t.co/tMcgAmKQ6s",TanioNaAli,"[u'HUAWEI', u'FlashSale', u'Gearbest', u'TanioNaAli', u'vk', u'GearbestBlackFriday', u'BlackFriday', u'CzarnyPiatek']",132
2019-11-24 16:49:01,"#HUAWEI Honor Watch Magic Sport Sleep Run Cycling Swimming mountain GPS Long Battery Life  #FlashSale Cena: $ 109,99 (ok. 416,85 PLN) Limit: 499  https://t.co/QySabcaA31  #Gearbest  #TanioNaAli #vk #GearbestBlackFriday #BlackFriday #CzarnyPiatek https://t.co/LA0TJ02Mk8",TanioNaAli,"[u'HUAWEI', u'FlashSale', u'Gearbest', u'TanioNaAli', u'vk', u'GearbestBlackFriday', u'BlackFriday', u'CzarnyPiatek']",132
2019-11-24 16:24:02,"Global Version #Xiaomi #Redmi Note 6 Pro Octa Core 4G Phone w464GB  Kupon: I3A6D1A667A1D000 Cena: $ 169,99 (ok. 644,25 PLN) Limit: 117  https://t.co/wXd7Nir8ui  #Gearbest  #TanioNaAli #vk #GearbestBlackFriday #BlackFriday #CzarnyPiatek https://t.co/hg0y2cHJMS",TanioNaAli,"[u'Xiaomi', u'Redmi', u'Gearbest', u'TanioNaAli', u'vk', u'GearbestBlackFriday', u'BlackFriday', u'CzarnyPiatek']",132
2019-11-24 16:24:01,"#Xiaomi Laptop Notebook 15.6 Pro Enhanced i7-10510U MX250  #FlashSale Cena: $ 1529,99 (ok. 5798,51 PLN) Limit: 599  https://t.co/50wSTHGuaJ  #Gearbest  #TanioNaAli #vk #GearbestBlackFriday #BlackFriday #CzarnyPiatek https://t.co/LuaqTAcyGE",TanioNaAli,"[u'Xiaomi', u'FlashSale', u'Gearbest', u'TanioNaAli', u'vk', u'GearbestBlackFriday', u'BlackFriday', u'CzarnyPiatek']",132
2019-11-24 15:24:02,"Meross Smart Heating Radiator Thermostat with Starter Kit  Kupon: C3B384CA4F1EB001 Cena: $ 59,11 (ok. 224,02 PLN) Limit: 100  https://t.co/b5OUivH0GY  #Gearbest  #TanioNaAli #vk #GearbestBlackFriday #BlackFriday #CzarnyPiatek https://t.co/EswP8nCdAu",TanioNaAli,"[u'Gearbest', u'TanioNaAli', u'vk', u'GearbestBlackFriday', u'BlackFriday', u'CzarnyPiatek']",132
2019-11-24 14:49:01,"Kelodo S690 Wireless 5.0 Bluetooth Earphone Mini Dual HiFi Stereo Earbud with Mic for Sports  Kupon: S3C46438B10F4000 Cena: $ 12,99 (ok. 49,23 PLN) Limit: 30  https://t.co/mc22ctv0d6  #Gearbest  #TanioNaAli #vk #GearbestBlackFriday #BlackFriday #CzarnyPiatek https://t.co/kK0dpIq5u3",TanioNaAli,"[u'Gearbest', u'TanioNaAli', u'vk', u'GearbestBlackFriday', u'BlackFriday', u'CzarnyPiatek']",132
2019-11-24 14:49:01,"Original #Xiaomi #Mijia Deerma Mini Hand Held Vacuum Cleaner  #FlashSale Cena: $ 45 (ok. 170,55 PLN) Limit: 193  https://t.co/vLI7JJN2GB  #Gearbest  #TanioNaAli #vk #GearbestBlackFriday #BlackFriday #CzarnyPiatek https://t.co/mtdhg3YfW6",TanioNaAli,"[u'Xiaomi', u'Mijia', u'FlashSale', u'Gearbest', u'TanioNaAli', u'vk', u'GearbestBlackFriday', u'BlackFriday', u'CzarnyPiatek']",132
2019-11-24 14:24:02,"Yeelight YLXD01YL Intelligent LED Ceiling Lamp Dust Resistance Wireless Dimming Support Google Home  #FlashSale Cena: $ 74,98 (ok. 284,17 PLN) Limit: 45  https://t.co/s4Fd2kpN7H  #Gearbest  #TanioNaAli #vk #GearbestBlackFriday #BlackFriday #CzarnyPiatek https://t.co/NPOz0HdT7B",TanioNaAli,"[u'FlashSale', u'Gearbest', u'TanioNaAli', u'vk', u'GearbestBlackFriday', u'BlackFriday', u'CzarnyPiatek']",132
2019-11-24 13:49:02,"#Xiaomi #Redmi AirDots Wireless Bluetooth Headset Earphone - Black China  #FlashSale Cena: $ 14,99 (ok. 56,81 PLN) Limit: 1000  https://t.co/3Mt0N5KtxG  #Gearbest  #TanioNaAli #vk #GearbestBlackFriday #BlackFriday #CzarnyPiatek https://t.co/GZocqigExv",TanioNaAli,"[u'Xiaomi', u'Redmi', u'FlashSale', u'Gearbest', u'TanioNaAli', u'vk', u'GearbestBlackFriday', u'BlackFriday', u'CzarnyPiatek']",132
2019-11-24 10:15:55,"#Xiaomi MIJIA MES603 Precio: 6️⃣,3️⃣8️⃣€ ✂ #Cupon GB-HBZMJHD 👉 https://t.co/kTwmpjARD9  Xiaomi Mijia T300 Precio: 1️⃣9️⃣,9️⃣8️⃣€ ✂ #Cupon GB-HBZXMTH3 👉 https://t.co/Z9nNIvWLNr  #Gearbest #Blackfriday https://t.co/boihWNSpjJ",Lapequenaasia,"[u'Xiaomi', u'Cupon', u'Cupon', u'Gearbest', u'Blackfriday']",4114
