timestamp,tweet_text,username,all_hashtags,followers_count
2019-11-22 22:19:39,RT @ Richard57307834 Black Friday Daily Deals •&gt; 1950s Ninety Nines 99s Sterling Silver Cuff Bracelet by Frank Patania Sr Size 6 1/2 https://t.co/Am0JnMNSe0 @eBay $1195 #eBay #eBayBlackFriday #BlackFriday #BlackFridayShoppingAdvice,Richard57307834,[],2543
2019-11-22 22:19:36,RT @ Richard57307834 Black Friday Daily Deals •&gt; Southwestern Fine Silver Kachina Eagle Dancer Bolo *Signed Carol Sues Miniature Sculpture https://t.co/jVifsTrSfD @eBay $395 #eBay #eBayBlackFriday #BlackFriday #BlackFridayShoppingAdvice,Richard57307834,[],2543
2019-11-22 22:19:24,RT @ Richard57307834 Black Friday Daily Deals •&gt; Frank Patania Jr Thunderbird Shop Sterling Silver Handmade Bezel Set Mesa Picture Jasper Bolo Tie https://t.co/CA0fYgiXY7 @eBay $195 #eBay #eBayBlackFriday #BlackFriday #BlackFridayShoppingAdvice #Sterling #Silver #BoloTie #Bolo #Jasper #Mesa #Arizona,Richard57307834,[],2543
2019-11-22 22:11:42,Check out Banana Republic Trina Turk Coachella Colorful One Shoulder Silk Dress 4P https://t.co/vJMidFlTSh @eBay #ebay #BlackFriday #BlackFriday2019,Crystal95907216,"[u'ebay', u'BlackFriday', u'BlackFriday2019']",443
2019-11-22 22:09:11,Check out Alfani Women's Sleeveless Animal Print Tunic Blouse Size 1X Tunic Top https://t.co/mgxeWWiyzG @eBay #ebay #BlackFriday,Crystal95907216,"[u'ebay', u'BlackFriday']",443
2019-11-22 21:52:16,Check out Joan Vass Womens Full Length Skirt Light Gray Size M https://t.co/9Ct4Watw5C @eBay #ebay #BlackFriday #BlackFridayShoppingAdvice,Crystal95907216,"[u'ebay', u'BlackFriday', u'BlackFridayShoppingAdvice']",443
2019-11-22 21:49:01,Check out Apt.9 A-line sleeveless Aztec print dress https://t.co/EdwvD5nWtK @eBay #ebay #BlackFriday #BlackFridayShoppingAdvice #blackfridaydeals,Crystal95907216,"[u'ebay', u'BlackFriday', u'BlackFridayShoppingAdvice', u'blackfridaydeals']",443
2019-11-22 21:47:17,Black Friday Daily Deals •&gt; Frank Patania Sr Thunderbird Shop Signed Sterling Silver Jigger w/ Gem Turquoise https://t.co/CyBuLlghT7 @eBay $195 #eBay #eBayBlackFriday #BlackFriday #BlackFridayShoppingAdvice #Sterling #Silver #barware #cocktails #shots #shotglass #cheers #drinks,Richard57307834,"[u'eBay', u'eBayBlackFriday', u'BlackFriday', u'BlackFridayShoppingAdvice', u'Sterling', u'Silver', u'barware', u'cocktails', u'shots', u'shotglass', u'cheers', u'drinks']",2543
2019-11-22 21:47:13,Check out Theory Womens Size 4 Dress Pink Sleeveless Linen Blend https://t.co/jZGkV0KmXT @eBay #ebay #BlackFriday #BlackFridayShoppingAdvice #Thanksgiving2019,Crystal95907216,"[u'ebay', u'BlackFriday', u'BlackFridayShoppingAdvice', u'Thanksgiving2019']",443
2019-11-22 21:43:34,Check out Apt. 9 Dress Medium Stretchy Maroon Short Sleeve https://t.co/zfp0BLAKJx @eBay #ebay #BlackFriday,Crystal95907216,"[u'ebay', u'BlackFriday']",443
