timestamp,tweet_text,username,all_hashtags,followers_count
2019-12-05 23:03:29,"RT @ CouponsFreebie #ENTER TO #WIN $100 #Amazon, #Target, #Walmart #Gift Card at https://t.co/VDx48f80po  #giftcard #sweeps #sweepstakes #winners #win #moms #kids #shopping #deals #Christmas #BlackFriday #holidays #holiday #holidaygiftguide #bargain #giveaway #WinItWednesday #coupon #coupons https://t.co/JCwAvRYF3K",macdrap50,"[u'ENTER', u'WIN', u'Amazon', u'Target', u'Walmart', u'Gift', u'giftcard', u'sweeps', u'sweepstakes']",1179
2019-12-05 23:00:37,"RT @ CouponsFreebie #ENTER TO #WIN a $100 #Amazon, #Target, #Walmart #Gift Card at https://t.co/TMs0SEd9Ko  #giftcard #sweeps #sweepstakes #winners #win #moms #kids #shopping #deals #Christmas #BlackFriday #holidays #holiday #holidaygiftguide #bargain #giveaway #WinItWednesday #coupon #coupons https://t.co/vTKc7Akawf",macdrap50,"[u'ENTER', u'WIN', u'Amazon', u'Target', u'Walmart', u'Gift', u'giftcard', u'sweeps', u'sweepstakes']",1179
2019-12-05 21:19:09,RT @ CityAttorneyLA Avoid dangerous COUNTERFEITS &amp; RECALLED holiday gift items....  ... like fake Apple phone chargers sold on #Amazon or the kids' helmet - recalled for safety issues - we bought on the #Walmart website  https://t.co/jtnlBpck7e @courtneyfriel @NouranSalahieh @KTLA #BlackFriday,NanoPixelSS1,[u'Amazon'],23
2019-12-05 20:14:14,RT @ LoginworksInc #BlackFridaySales Analysis Report!  Check data for last 3 years -  Knock it today !!  https://t.co/MjvamjH75u #blackfriday2019 #blackfriday #amazon #walmart #eBay #loginworks https://t.co/ha3v6PsE0X,TISA_IPWS,[u'BlackFridaySales'],4
2019-12-05 17:28:54,RT @ appannie Walmart was the #1 downloaded #shopping app on #Thanksgiving and #BlackFriday as shoppers sought out last minute Thanksgiving items and early Black Friday deals.   Follow #Walmart's #mobile success at https://t.co/Y35AGU2e8M: https://t.co/H3LDE8tzP6 https://t.co/Jy5rkK7JZ5,JennaChen_DT,"[u'shopping', u'Thanksgiving', u'BlackFriday']",246
2019-12-05 12:19:48,Hey #shoppers ..did you buy something on #BlackFriday and #CyberMonday that you would like to return? Schedule a return with Snappyr in few clicks 🛒🛍️  #online #shopping #returns #Amazon #Walmart #Costco #eBay #etsy #wayfair #wish #startups,TheSnappyr,"[u'shoppers', u'BlackFriday', u'CyberMonday', u'online', u'shopping', u'returns', u'Amazon', u'Walmart', u'Costco', u'eBay', u'etsy', u'wayfair', u'wish', u'startups']",21
2019-12-05 01:14:17,RT @ ryanking72 Black Friday 2019 &amp; Blu-Ray Update  - https://t.co/C521il9xkb #HappyThanksgiving #BlackFriday #Walmart #BestBuy https://t.co/48b4mCNYVH,ryanking72,"[u'HappyThanksgiving', u'BlackFriday', u'Walmart', u'BestBuy']",146
