timestamp,tweet_text,username,all_hashtags,followers_count
2019-12-03 23:49:54,"RT @ CouponsFreebie #ENTER TO #WIN a $100 #Amazon, #Target, #Walmart #Gift Card at https://t.co/TMs0SEd9Ko  #giftcard #sweeps #sweepstakes #winners #win #moms #kids #shopping #deals #Christmas #BlackFriday #holidays #holiday #holidaygiftguide #bargain #giveaway #WinItWednesday #coupon #coupons https://t.co/vTKc7Akawf",cctdmt2,"[u'ENTER', u'WIN', u'Amazon', u'Target', u'Walmart', u'Gift', u'giftcard', u'sweeps', u'sweepstakes']",21
2019-12-03 23:46:24,RT @ atticgirl76 Put a little magic in your holiday! Enter to win #ChristmasMagic Plus a $5 #Amazon GC @alainegreyson @Marie_McGrath in the #BlackFriday #BookBonanza Hop from @atticgirl76!  Ends 12/2 #ad #GiftGuide #Giveaway #Sweeps #Books  https://t.co/NiFC6IwFzw … https://t.co/YmingovuLz,inspirationfor,"[u'ChristmasMagic', u'Amazon']",10171
2019-12-03 23:46:06,"RT @ humanwatches ""Capital 2"" Classic Design Slim Quartz Roman Dial Dress Watch UG1R006W https://t.co/OkM19E1K8Y #watches #clock #jewelry #trends #fashion #thanksgiving #gifts @amazon #amazon #blackfriday https://t.co/N1iEjeOLoO",WatchezMenz,"[u'watches', u'clock', u'jewelry']",807
2019-12-03 23:29:34,AMAZON 50% Off Code – $9.99 Women's Lightweight Thermal Underwear Set #Deals #Amazon #Sales #BlackFriday #CyberMonday https://t.co/KbAOhgx86h,DealandSale,"[u'Deals', u'Amazon', u'Sales', u'BlackFriday', u'CyberMonday']",687
2019-12-03 23:26:22,AMAZON 50% Off Code – $6.49-6.99 Silicone Gel Running Gloves #Deals #Amazon #Sales #BlackFriday #CyberMonday https://t.co/b69OleRj1m,DealandSale,"[u'Deals', u'Amazon', u'Sales', u'BlackFriday', u'CyberMonday']",687
2019-12-03 23:25:29,"""Capital 2"" Classic Design Slim Quartz Roman Dial Dress Watch UG1R006W https://t.co/OkM19E1K8Y #watches #clock #jewelry #trends #fashion #thanksgiving #gifts @amazon #amazon #blackfriday https://t.co/N1iEjeOLoO",humanwatches,"[u'watches', u'clock', u'jewelry', u'trends', u'fashion', u'thanksgiving', u'gifts', u'amazon', u'blackfriday']",8
2019-12-03 23:23:13,AMAZON 30% Off Code – $17.49 Ceramic Red &amp; Blue Christmas Gnome Mugs (15oz) #Deals #Amazon #Sales #BlackFriday #CyberMonday https://t.co/dxIKtCSwvF,DealandSale,"[u'Deals', u'Amazon', u'Sales', u'BlackFriday', u'CyberMonday']",687
2019-12-03 23:20:14,AMAZON 50% Off Code – $13.99-21.99 Kitchen Dinnerware Set (5 or 10 Pcs) #Deals #Amazon #Sales #BlackFriday #CyberMonday https://t.co/vYK40HvZK5,DealandSale,"[u'Deals', u'Amazon', u'Sales', u'BlackFriday', u'CyberMonday']",687
2019-12-03 23:15:17,AMAZON 50% Off Code – $15.49 Sonic Facial Cleansing Brush #Deals #Amazon #Sales #BlackFriday #CyberMonday https://t.co/45mjcWTYjT,DealandSale,"[u'Deals', u'Amazon', u'Sales', u'BlackFriday', u'CyberMonday']",687
2019-12-03 23:12:24,"AMAZON 50% Off Code – $14.49-16.49 Heating Pad for Back Pain Relief (Charcoal Grey or Cream Yellow, 12""x24"" or 36""x18"") #Deals #Amazon #Sales #BlackFriday #CyberMonday https://t.co/SXeuLsGcuQ",DealandSale,"[u'Deals', u'Amazon', u'Sales', u'BlackFriday', u'CyberMonday']",687
2019-12-03 23:10:41,RT @ atticgirl76 Put a little magic in your holiday! Enter to win #ChristmasMagic Plus a $5 #Amazon GC @alainegreyson @Marie_McGrath in the #BlackFriday #BookBonanza Hop from @atticgirl76!  Ends 12/2 #ad #GiftGuide #Giveaway #Sweeps #Books  https://t.co/NiFC6IwFzw … https://t.co/YmingovuLz,CouponsFreebie,"[u'ChristmasMagic', u'Amazon']",54166
