timestamp,tweet_text,username,all_hashtags,followers_count
2019-12-03 23:49:54,"RT @ CouponsFreebie #ENTER TO #WIN a $100 #Amazon, #Target, #Walmart #Gift Card at https://t.co/TMs0SEd9Ko  #giftcard #sweeps #sweepstakes #winners #win #moms #kids #shopping #deals #Christmas #BlackFriday #holidays #holiday #holidaygiftguide #bargain #giveaway #WinItWednesday #coupon #coupons https://t.co/vTKc7Akawf",cctdmt2,"[u'ENTER', u'WIN', u'Amazon', u'Target', u'Walmart', u'Gift', u'giftcard', u'sweeps', u'sweepstakes']",21
2019-12-03 20:57:36,"We had a blast on #thanksgiving #weekend #closeup #couplegoals #interraciallove #Walmart #blackfriday #picoftheday 😊😁😘 @ Centralia, Illinois https://t.co/r0MPtZezjU",PrincessDebo94,"[u'thanksgiving', u'weekend', u'closeup', u'couplegoals', u'interraciallove', u'Walmart', u'blackfriday', u'picoftheday']",2569
2019-12-03 18:48:06,"Shout out to our own @StephenKrauss, on Bloomberg @technology sharing #insights about the record-breaking #BlackFriday #eCommerce numbers and how #retail giants (#Amazon #Walmart #Target) carve out niches to circumvent competition. Check it out: https://t.co/lswbPAeWo5 https://t.co/rLiWQaKqKi",deren_baker,"[u'insights', u'BlackFriday', u'eCommerce', u'retail', u'Amazon', u'Walmart', u'Target']",968
2019-12-03 18:27:58,"RT @ CouponsFreebie #ENTER TO #WIN $100 #Amazon, #Target, #Walmart #Gift Card at https://t.co/VDx48f80po  #giftcard #sweeps #sweepstakes #winners #win #moms #kids #shopping #deals #Christmas #BlackFriday #holidays #holiday #holidaygiftguide #bargain #giveaway #WinItWednesday #coupon #coupons https://t.co/JCwAvRYF3K",chaoticreviews,"[u'ENTER', u'WIN', u'Amazon', u'Target', u'Walmart', u'Gift', u'giftcard', u'sweeps', u'sweepstakes']",5038
2019-12-03 18:27:28,"RT @ CouponsFreebie #ENTER TO #WIN a $100 #Amazon, #Target, #Walmart #Gift Card at https://t.co/TMs0SEd9Ko  #giftcard #sweeps #sweepstakes #winners #win #moms #kids #shopping #deals #Christmas #BlackFriday #holidays #holiday #holidaygiftguide #bargain #giveaway #WinItWednesday #coupon #coupons https://t.co/vTKc7Akawf",chaoticreviews,"[u'ENTER', u'WIN', u'Amazon', u'Target', u'Walmart', u'Gift', u'giftcard', u'sweeps', u'sweepstakes']",5038
2019-12-03 18:16:36,#Walmart tops #Amazon as most-downloaded #U.S. Shopping app on #BlackFriday – #TechCrunch   @techcrunch https://t.co/9SCwH6idfV,darrenculbreath,"[u'Walmart', u'Amazon', u'U', u'BlackFriday', u'TechCrunch']",1685
2019-12-03 14:56:32,"RT @ SweetTalkPaulyB Meanwhile somewhere in America... Black Friday Shopping Extravaganza   The police don't discriminate. It doesn't matter what ethnicity you are. If you start trouble, be prepared to face the consequences.  #blackfriday #cybermonday #deals #thanksgiving #weekend #walmart #police https://t.co/6MQSectsLA",Vector671,[],713
2019-12-03 08:18:26,RT @ johannabak When @lizzo is life! #lizzo #walmart #blackfriday https://t.co/dLy7fN4R5u,robendow,"[u'lizzo', u'walmart', u'blackfriday']",78
2019-12-03 07:11:48,When @lizzo is life! #lizzo #walmart #blackfriday https://t.co/dLy7fN4R5u,johannabak,"[u'lizzo', u'walmart', u'blackfriday']",349
2019-12-03 04:30:10,#Walmart’s big pre- #BlackFriday sale has begun – here are the top 10 deals – BGR https://t.co/9HyzuxOYpC #TechJunkieNews https://t.co/kDu2Pr0P4Y,techjunkiejh,"[u'Walmart', u'BlackFriday', u'TechJunkieNews']",28198
2019-12-03 03:33:39,RT @ LifeAlertOW #BlackFriday #Walmart  Every year it's the $1.60 towels https://t.co/AjtUf7LX03,LakarLukis,"[u'BlackFriday', u'Walmart']",224
2019-12-03 01:55:54,"@Walmart #Walmart I just received an email about my #BlackFriday order ""an IPhone"" got delay and If it can't deliver the item by Tue Dec 3, it will cancel the order and process a refund.  this will be ugliest thing ever happened.   don't ruin my holidays and to trust on you.",es_tablishment,"[u'Walmart', u'BlackFriday']",139
2019-12-03 00:49:27,"#ENTER TO #WIN a $100 #Amazon, #Target, #Walmart #Gift Card at https://t.co/TMs0SEd9Ko  #giftcard #sweeps #sweepstakes #winners #win #moms #kids #shopping #deals #Christmas #BlackFriday #holidays #holiday #holidaygiftguide #bargain #giveaway #WinItWednesday #coupon #coupons https://t.co/vTKc7Akawf",CouponsFreebie,"[u'ENTER', u'WIN', u'Amazon', u'Target', u'Walmart', u'Gift', u'giftcard', u'sweeps', u'sweepstakes', u'winners', u'win', u'moms', u'kids', u'shopping', u'deals', u'Christmas', u'BlackFriday', u'holidays', u'holiday', u'holidaygiftguide', u'bargain', u'giveaway', u'WinItWednesday', u'coupon', u'coupons']",54166
2019-12-03 00:29:24,#NOTHANKYOU to @Walmart CEO Doug McMillon squeezing pennies from Walmart workers while taking millions for himself. #Walmart #BlackFriday https://t.co/z1ceDkUfeG,mkeshaviah,"[u'NOTHANKYOU', u'Walmart', u'BlackFriday']",99
