timestamp,tweet_text,username,all_hashtags,followers_count
2019-11-21 23:56:37,"RT @ HighStrungMovie We’re ecstatic to announce that pre-sale is now available for the #highstrungfreedance DVD on sale on Feb 4, 2020 at @amazon!   https://t.co/NqoPXCKqXI  #dreambigdancefree #movie #dance #music #amazon #dvd #holiday #holidayseason #shopping #shoppingonline #sale #blackfriday https://t.co/LAhstvHUUo",HookedLikeHelen,[u'highstrungfreedance'],474
2019-11-21 23:46:01,Here's how to get the best deals on #Amazon's #BlackFriday sale 😎💸🛒 https://t.co/HQeGE6sufk https://t.co/SVIvGYmaH5,bradsdeals,"[u'Amazon', u'BlackFriday']",42917
2019-11-21 23:41:19,"RT @ WbmInt Shop Amazon's #WBM International salt lamp Pre-Thanksgiving &amp; Black Friday deal #Amazon'sChoice for ""gifts under 25"" Illuminate your room with a warm, pleasant &amp; relaxing amber glow. Visit: https://t.co/VdcIErs0Up #himalayanglow #ThanksgivingSale #blackfriday #himalayanpinksalt https://t.co/J9i6aLficm",Salt84official,"[u'WBM', u'Amazon']",364
2019-11-21 23:34:50,JUST LAUNCHED! BUNDLE LISTING!  Buy the MyFoot foot peel mask together with the foot wipes which will maintain your feet. now just $15.95  https://t.co/gk2bvK1uaB  #BlackFriday #Thanksgiving #Amazon #footpeelmask #beauty #set #gift #beautiful #me #love #sale,MyFootWipes,"[u'BlackFriday', u'Thanksgiving', u'Amazon', u'footpeelmask', u'beauty', u'set', u'gift', u'beautiful', u'me', u'love', u'sale']",286
2019-11-21 23:33:22,RT @ goodbuysalltime ★LAST ONE★  Infant Red Velvet #Santa Suit &amp; #Christmas Hat Size 0-3 Months #ad➡️https://t.co/p9pdb7GMt7⬅️ #santaclaus 🎅#Amazon #BlackFriday https://t.co/mGMkxhxhES,Penguinsangel,"[u'Santa', u'Christmas', u'ad', u'santaclaus']",8355
2019-11-21 23:30:25,Makeup Brushes Sets - Basic Selection Brush Set 3 pcs HAKUHODO https://t.co/NnJmDwEqTk #beauty #healthy #health #skincare #makeup #skin #maintenance #blackfriday #amazon @amazon https://t.co/unnLMHkbgX,SkinCareZero,"[u'beauty', u'healthy', u'health', u'skincare', u'makeup', u'skin', u'maintenance', u'blackfriday', u'amazon']",0
2019-11-21 23:27:26,Amazon Black Friday Week 2019 #Amazon #BlackFriday #BlackFriday2019 https://t.co/p9h8B3A9cg https://t.co/TBoburcgjd,LemonMBA,"[u'Amazon', u'BlackFriday', u'BlackFriday2019']",4210
2019-11-21 23:25:00,RT @ goodbuysalltime This will make a great #christmasgift #HelloKitty Womens Plush Sleep Pants Lounging Pajama Bottoms Available in Size Large &amp; XL  #ad ➡️https://t.co/2VhvWBXkjb⬅️ #BlackFriday #Amazon https://t.co/9vTIjnk2jG,LifesABargain,"[u'christmasgift', u'HelloKitty']",46599
2019-11-21 23:24:33,RT @ goodbuysalltime ★LAST ONE★  Infant Red Velvet #Santa Suit &amp; #Christmas Hat Size 0-3 Months #ad➡️https://t.co/p9pdb7GMt7⬅️ #santaclaus 🎅#Amazon #BlackFriday https://t.co/mGMkxhxhES,yoursassyself,"[u'Santa', u'Christmas', u'ad', u'santaclaus']",3977
2019-11-21 23:23:19,BLACK FRIDAY 2019!  https://t.co/G2SXZQHzrS  #blackfriday #blackfriday2019 #amazon #banggood #gearbest #offerte #sconti #coupon #video #youtube #youtuber #youtubevideo #videooftheday #like #follow #likes #blackfridayamazon #amazonblackfriday,Addicted_2_Game,"[u'blackfriday', u'blackfriday2019', u'amazon', u'banggood', u'gearbest', u'offerte', u'sconti', u'coupon', u'video', u'youtube', u'youtuber', u'youtubevideo', u'videooftheday', u'like', u'follow', u'likes', u'blackfridayamazon', u'amazonblackfriday']",160
2019-11-21 23:10:12,MUGS HELPING FAMILIES IN NEED!!! https://t.co/E9ZeaqFzfd #etsy #Amazon #love #tbt #TBThursday #HomeDecor #family #help #BlackFriday #BlackFriday2019 #Deals #Facebook #twitter #instagood,cwboywrangler,"[u'etsy', u'Amazon', u'love', u'tbt', u'TBThursday', u'HomeDecor', u'family', u'help', u'BlackFriday', u'BlackFriday2019', u'Deals', u'Facebook', u'twitter', u'instagood']",76
2019-11-21 23:09:37,"Apple Watch Series 4 (GPS, 40mm) 100 euro di sconto!!! https://t.co/GB5PWe02LW  #applewatch #apple #blackfriday #amazon #xfactor",momo1098r,"[u'applewatch', u'apple', u'blackfriday', u'amazon', u'xfactor']",233
2019-11-21 22:58:01,RT @ goodbuysalltime ★LAST ONE★  Infant Red Velvet #Santa Suit &amp; #Christmas Hat Size 0-3 Months #ad➡️https://t.co/p9pdb7GMt7⬅️ #santaclaus 🎅#Amazon #BlackFriday https://t.co/mGMkxhxhES,xxplumcrazeexx,"[u'Santa', u'Christmas', u'ad', u'santaclaus']",34322
2019-11-21 22:49:02,"Best Buys of Year on Appliances, HDTVs, Laptops- Deals of Day⠀  &gt;  https://t.co/o16fPsl6ek  #thanksgiving #sales #blackfriday #tv #hdtv #amazon #bestbuy #electronics https://t.co/EtxNeJtJDj",RoadToSuccess1,"[u'thanksgiving', u'sales', u'blackfriday', u'tv', u'hdtv', u'amazon', u'bestbuy', u'electronics']",562
