timestamp,tweet_text,username,all_hashtags,followers_count
2019-12-04 22:42:33,RT @ AWillowsDream #bracelets #faerieartist #ebay #ebaydeals #ebayseller #ebaybuyer #ebayfinds #cutefinds #BlackFriday #cybermonday Please help me feed the kitties this winter! Foster kitties are running outta food! #pusheen #cat #cats #cute #kawaii #scifi https://t.co/WSQMmNFwBb,amazemejewelry,"[u'bracelets', u'faerieartist', u'ebay', u'ebaydeals', u'ebayseller', u'ebaybuyer', u'ebayfinds', u'cutefinds', u'BlackFriday', u'cybermonday']",778
2019-12-04 22:42:32,RT @ AWillowsDream #bracelets #faerieartist #ebay #ebaydeals #ebayseller #ebaybuyer #ebayfinds #cutefinds #BlackFriday #cybermonday Please help me feed the kitties this winter! Foster kitties are running outta food! #pusheen #cat #cats #cute #kawaii https://t.co/UinjyXpkjI,amazemejewelry,"[u'bracelets', u'faerieartist', u'ebay', u'ebaydeals', u'ebayseller', u'ebaybuyer', u'ebayfinds', u'cutefinds', u'BlackFriday', u'cybermonday']",778
2019-12-04 22:40:08,RT @ AWillowsDream https://t.co/wmtWY1N5Bv  #faerieartist #ebay #ebaydeals #ebayseller #ebaybuyer #ebayfinds #cutefinds #BlackFriday #cybermonday Please help me feed the kitties this winter! Foster kitties are running outta food! #pusheen #cat #cats #cute #kawaii #scifi #fantasyart,CowboySciFiBot,"[u'faerieartist', u'ebay', u'ebaydeals', u'ebayseller', u'ebaybuyer', u'ebayfinds', u'cutefinds', u'BlackFriday']",16549
2019-12-04 22:39:27,https://t.co/wmtWY1N5Bv  #faerieartist #ebay #ebaydeals #ebayseller #ebaybuyer #ebayfinds #cutefinds #BlackFriday #cybermonday Please help me feed the kitties this winter! Foster kitties are running outta food! #pusheen #cat #cats #cute #kawaii #scifi #fantasyart,AWillowsDream,"[u'faerieartist', u'ebay', u'ebaydeals', u'ebayseller', u'ebaybuyer', u'ebayfinds', u'cutefinds', u'BlackFriday', u'cybermonday', u'pusheen', u'cat', u'cats', u'cute', u'kawaii', u'scifi', u'fantasyart']",1585
2019-12-04 22:34:30,#bracelets #faerieartist #ebay #ebaydeals #ebayseller #ebaybuyer #ebayfinds #cutefinds #BlackFriday #cybermonday Please help me feed the kitties this winter! Foster kitties are running outta food! #pusheen #cat #cats #cute #kawaii https://t.co/UinjyXpkjI,AWillowsDream,"[u'bracelets', u'faerieartist', u'ebay', u'ebaydeals', u'ebayseller', u'ebaybuyer', u'ebayfinds', u'cutefinds', u'BlackFriday', u'cybermonday', u'pusheen', u'cat', u'cats', u'cute', u'kawaii']",1585
2019-12-04 22:31:59,#bracelets #faerieartist #ebay #ebaydeals #ebayseller #ebaybuyer #ebayfinds #cutefinds #BlackFriday #cybermonday Please help me feed the kitties this winter! Foster kitties are running outta food! #pusheen #cat #cats #cute #kawaii #scifi https://t.co/WSQMmNFwBb,AWillowsDream,"[u'bracelets', u'faerieartist', u'ebay', u'ebaydeals', u'ebayseller', u'ebaybuyer', u'ebayfinds', u'cutefinds', u'BlackFriday', u'cybermonday', u'pusheen', u'cat', u'cats', u'cute', u'kawaii', u'scifi']",1585
2019-12-04 21:57:37,RT @ eclectorium Visit our store! https://t.co/aHNPNTGx8b #shopsmall #toys #ebay #vintage #buyitnow #ebayseller #ebaystore #collectibles #bestoffer #BlackFriday #Christmas2019 https://t.co/GBO4NQW8Lq,StephaniePMcKea,"[u'shopsmall', u'toys', u'ebay', u'vintage', u'buyitnow', u'ebayseller', u'ebaystore', u'collectibles']",13729
2019-12-04 21:06:29,RT @ eclectorium Visit our store! https://t.co/aHNPNTGx8b #shopsmall #toys #ebay #vintage #buyitnow #ebayseller #ebaystore #collectibles #bestoffer #BlackFriday #Christmas2019 https://t.co/GBO4NQW8Lq,RayShrewsberry,"[u'shopsmall', u'toys', u'ebay', u'vintage', u'buyitnow', u'ebayseller', u'ebaystore', u'collectibles']",40170
2019-12-04 18:37:13,RT @ AWillowsDream https://t.co/v2h9XjhQOX     #bracelets #faerieartist #ebay #ebaydeals #ebayseller #ebaybuyer #ebayfinds #cutefinds #BlackFriday #cybermonday Please help me feed the kitties this winter! Foster kitties are running outta food! #pusheen #cat #cats #cute #kawaii,AWillowsDream,"[u'bracelets', u'faerieartist', u'ebay', u'ebaydeals', u'ebayseller', u'ebaybuyer', u'ebayfinds', u'cutefinds']",1585
2019-12-04 18:37:00,RT @ AWillowsDream https://t.co/sMrQDibLKT       #bracelets #faerieartist #ebay #ebaydeals #ebayseller #ebaybuyer #ebayfinds #cutefinds #BlackFriday #cybermonday Please help me feed the kitties this winter! Foster kitties are running outta food! #pusheen #cat #cats #cute #kawaii #plush #plushie,AWillowsDream,"[u'bracelets', u'faerieartist', u'ebay', u'ebaydeals', u'ebayseller', u'ebaybuyer', u'ebayfinds', u'cutefinds']",1585
