timestamp,tweet_text,username,all_hashtags,followers_count
2019-12-02 15:22:51,🔥#Gearbest Cyber Monday: #AMAZFIT GTR #Smartwatch and other (😍#Deals) #BlackFriday 🔥#CyberMonday #CyberMonday2019 #fitness #gymlife #healthcare #healthylifestyle @amazfit #GTRSmartwatch 42mm &amp; 47mm #AmazfitGTS #Kospet 🔥 #grab  #HotDeals 👉 https://t.co/056E54Vzwv https://t.co/A8CHmCQncy,AndroidSmartTV,"[u'Gearbest', u'AMAZFIT', u'Smartwatch', u'Deals', u'BlackFriday', u'CyberMonday', u'CyberMonday2019', u'fitness', u'gymlife', u'healthcare', u'healthylifestyle', u'GTRSmartwatch', u'AmazfitGTS', u'Kospet', u'grab', u'HotDeals']",835
