timestamp,tweet_text,username,all_hashtags,followers_count
2019-11-19 23:21:39,"I cannot WAIT to get past #BlackFriday just to be rid of that ridiculous #Walmart song. ""I don't get dehydrated."" WHO CARES??? SHUT UP!!!",RogueDom,"[u'BlackFriday', u'Walmart']",206
2019-11-19 23:08:18,🙂1st #Stock free🙂  Ref:👇 https://t.co/a4cZmqqhyk  ❌No deposit required❌  @RobinhoodApp #bitcoin #BTC $BTC #ethereum #ETH $ETH #XRP #XRPcommunity #Ripple #Crypto #Tesla #Walmart #Apple #AMD #nvidia #nvda #Disney #Alibaba #BlackFriday #deal #Netflix #Microsoft $MSFT #dogecoin,Android__FTW,"[u'Stock', u'bitcoin', u'BTC', u'ethereum', u'ETH', u'XRP', u'XRPcommunity', u'Ripple', u'Crypto', u'Tesla', u'Walmart', u'Apple', u'AMD', u'nvidia', u'nvda', u'Disney', u'Alibaba', u'BlackFriday', u'deal', u'Netflix', u'Microsoft', u'dogecoin']",21
2019-11-19 22:31:45,"RT @ 4c951aef3f47456 #Walmart’s not waiting for #BlackFriday 2019, Deals are live now https://t.co/nZZNyNLTGp",4c951aef3f47456,"[u'Walmart', u'BlackFriday']",17
2019-11-19 21:31:19,RT @ TheFatJuice I'll be heading to Walmart for this black Friday deal for sure! #CODMW #twitchaffiliate #Walmart #BlackFriday https://t.co/pQ80GhuhL1,SailorCh3rry,"[u'CODMW', u'twitchaffiliate', u'Walmart', u'BlackFriday']",84
2019-11-19 19:05:37,RT @ TheFatJuice I'll be heading to Walmart for this black Friday deal for sure! #CODMW #twitchaffiliate #Walmart #BlackFriday https://t.co/pQ80GhuhL1,Lightingale2,"[u'CODMW', u'twitchaffiliate', u'Walmart', u'BlackFriday']",3115
2019-11-19 18:38:38,RT @ BFAds #Walmart started their 3-Days of Deals and #Target has their #blackfriday Preview Sale going on right now!  Find out more here: https://t.co/8nB1jT6OJS  #bfads #blackfriday2019 #blackfridayads https://t.co/KAyRInya4b,collegensaving,"[u'Walmart', u'Target', u'blackfriday']",14
2019-11-19 17:03:31,RT @ TheFatJuice I'll be heading to Walmart for this black Friday deal for sure! #CODMW #twitchaffiliate #Walmart #BlackFriday https://t.co/pQ80GhuhL1,yungprince16ps4,"[u'CODMW', u'twitchaffiliate', u'Walmart', u'BlackFriday']",933
2019-11-19 14:46:58,RT @ TheFatJuice I'll be heading to Walmart for this black Friday deal for sure! #CODMW #twitchaffiliate #Walmart #BlackFriday https://t.co/pQ80GhuhL1,J0ker2009401,"[u'CODMW', u'twitchaffiliate', u'Walmart', u'BlackFriday']",412
2019-11-19 14:40:38,RT @ TheFatJuice I'll be heading to Walmart for this black Friday deal for sure! #CODMW #twitchaffiliate #Walmart #BlackFriday https://t.co/pQ80GhuhL1,JasonRetweets,"[u'CODMW', u'twitchaffiliate', u'Walmart', u'BlackFriday']",681
2019-11-19 14:32:59,RT @ TheFatJuice I'll be heading to Walmart for this black Friday deal for sure! #CODMW #twitchaffiliate #Walmart #BlackFriday https://t.co/pQ80GhuhL1,ClicketyThe,"[u'CODMW', u'twitchaffiliate', u'Walmart', u'BlackFriday']",135
